Bedroom,Bathroom,Den,Address,Lat,Long,Price,Synthetic
2,1,0,"Synthetic near 8 Simcoe St N, Oshawa, ON L1G 4R8, Canada",43.89548445579997,-78.86449059389467,"$1,360.63",True
1,1,0,"Synthetic near 2170 Lakeshore Road, Burlington, ON, L7R 1A5",43.323395898942024,-79.78787824089113,"$1,568.69",True
1,1,0,"Synthetic near Dundas St W #401, Toronto, ON M6R 1X7, Canada",43.64989445536403,-79.39443977623071,"$1,300.18",True
2,1,0,"Synthetic near 2548 Eglinton Ave W, M6M 1T1, Toronto, ON",43.69515104722831,-79.47203388906868,"$1,854.85",True
1,1,0,"Synthetic near Sussex Ave, Richmond Hill, ON L4C 2E8, Canada",43.876324291709935,-79.4180392310619,$919.36,True
1,1,0,"Synthetic near 170 Fort York Blvd, Toronto, ON M5V 0E6, Canada",43.63637469236419,-79.40134087883187,"$2,527.53",True
2,2,0,"Synthetic near Eva Rd, Etobicoke, ON, M9C 2A8",43.636054584631104,-79.56250222263297,"$2,097.09",True
1,1,0,"Synthetic near 89 Chestnut St, Toronto, ON M5G 1R1, Canada",43.654938484618626,-79.38311598358025,$600.00,True
1,1,0,"Synthetic near 50 Cordova Avenue, Etobicoke, ON, M9A 4X6",43.648175723583186,-79.52905524530007,"$2,091.98",True
1,1,0,"Synthetic near 430 Pearl St, Burlington, ON L7R 4J8, Canada",43.32575020684955,-79.79705384199765,"$1,985.38",True
1,2,0,"Synthetic near 10 Capreol Court  Unit # 321, M5V 4B3, Toronto, ON",43.64061582141861,-79.39634758709259,"$2,819.79",True
1,1,0,"Synthetic near 40 Homewood Ave, m4y 2k2, Toronto, ON",43.664044943622955,-79.37108607521604,"$1,977.45",True
2,2,0,"Synthetic near , L6K 3T1, Oakville, ON, Canada",43.44100586100365,-79.67606405941605,"$3,130.20",True
1,1,0,"Synthetic near 25 Stafford St, Toronto, ON M5V 0G3, Canada",43.63982033330194,-79.40822837699065,"$2,636.37",True
1,1,0,"Synthetic near 365 Church St, Toronto, ON M5B 1Z9, Canada",43.66180837741526,-79.37914719474415,"$2,501.52",True
1,1,0,"Synthetic near , Markham L3P1N3 ON, Canada",43.876628941299145,-79.26553381440942,"$1,843.68",True
3,2,0,"Synthetic near M5V1Z5, Canada",43.65428802814103,-79.38724652096607,"$3,980.77",True
2,2,0,"Synthetic near , Yonge and Maitland M4y3b5  ON, Canada",43.66440065625341,-79.38514261807708,"$3,007.47",True
1,1,1,"Synthetic near , Toronto m8v0b2 ON, Canada",43.62544108997999,-79.48241001390694,"$2,576.05",True
2,1,0,"Synthetic near 170 Sudbury St, Toronto, ON M6J 0A9, Canada",43.64587776430196,-79.4250515980332,"$3,461.34",True
1,1,1,"Synthetic near 99 McGill St, Toronto, ON M5B 1H5, Canada",43.65777208579489,-79.38089851754738,"$2,703.36",True
2,1,0,"Synthetic near Dunlop St E, Whitby, ON L1N, Canada",43.87886609275369,-78.933829363628,"$1,349.17",True
1,1,0,"Synthetic near 8 The Esplanade, Toronto, ON M5E 0A6, Canada",43.64770814698319,-79.38118033025258,"$2,274.46",True
1,1,0,"Synthetic near 195 Wynford Dr, North York, ON M3C 3P3, Canada",43.72139161908268,-79.32571390860176,$600.00,True
2,1,0,"Synthetic near 55 Isabella St, Toronto, ON M4Y 1M8, Canada",43.667893978731485,-79.38432152358332,"$2,396.37",True
1,1,0,"Synthetic near 29 Camden St #602, Toronto, ON M5V 3N3, Canada",43.65022219526861,-79.39759886419813,"$3,087.26",True
2,2,0,"Synthetic near 170 Bayview Ave, Toronto, ON M5A 0G4, Canada",43.655798141978174,-79.35347046660387,"$2,918.44",True
1,1,0,"Synthetic near Boxford Cres, Mississauga, ON L5M 0P4, Canada",43.555744085093835,-79.7150138884718,"$1,797.93",True
2,1,0,"Synthetic near Dunlop St E, Whitby, ON L1N, Canada",43.87561609499541,-78.93615006753491,"$1,303.44",True
1,1,1,"Synthetic near 1512 Dufferin Street, M6H3L4, Toronto, ON",43.67235903389983,-79.44705322257435,"$1,505.64",True
1,1,0,"Synthetic near 89 McGill Street, Toronto, ON, M5B 0B1",43.65928180143159,-79.38082755194542,"$1,701.40",True
1,1,1,"Synthetic near 7 King St E, Toronto, ON M5C 3C5, Canada",43.654389617780076,-79.3801485564532,"$2,059.89",True
2,1,0,"Synthetic near 295 Dufferin St., Toronto, ON, M6K 1Z6",43.6476134679231,-79.43045051657207,"$3,141.39",True
1,1,1,"Synthetic near , Markham L6G1B3 ON, Canada",43.85091035730393,-79.32604449461486,"$2,052.65",True
2,2,0,"Synthetic near 1080 Bay St, Toronto, ON M5S 0A5, Canada",43.66604010982193,-79.38922345741129,"$3,682.60",True
1,1,0,"Synthetic near 126 Simcoe St, Toronto, ON M5V 0H5, Canada",43.649553124724065,-79.38868291804705,"$2,129.67",True
1,1,0,"Synthetic near Toronto, ON M6H 3E8, Canada",43.66247957331917,-79.43241190897899,"$1,048.63",True
1,1,1,"Synthetic near , M5S 3K4, Toronto, ON",43.66376833565418,-79.38646021649603,"$2,009.51",True
1,1,0,"Synthetic near 460 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.65372201638139,-79.36841844302424,"$2,437.05",True
1,1,0,"Synthetic near Water Walk Dr, Markham, ON L3R, Canada",43.859287857382725,-79.32797292693714,"$1,559.72",True
2,2,0,"Synthetic near 39 Queens Quay E, Toronto, ON M5E 0A5, Canada",43.64393929620389,-79.37059154915447,"$2,569.61",True
3,2,0,"Synthetic near L4K 0G3, Canada",43.79559316699589,-79.52182742796451,"$2,063.29",True
1,1,1,"Synthetic near , markham l3r1l5 ON, Canada",43.85756180628025,-79.31823137006751,"$1,794.06",True
1,1,1,"Synthetic near , Markham L6G1B3 ON, Canada",43.85411748497422,-79.3263610864533,"$1,736.01",True
1,1,0,"Synthetic near , Toronto  M5a3x2  ON, Canada",43.66171017553541,-79.37414955351228,"$1,559.04",True
1,1,0,"Synthetic near 126 Simcoe St, Toronto, ON M5V 0H5, Canada",43.64634045372324,-79.3881307404309,"$2,332.71",True
2,2,0,"Synthetic near 18 Yonge St, Toronto, ON M5E 1Z8, Canada",43.648739179013525,-79.37361817027755,"$3,209.76",True
1,2,1,"Synthetic near 10 Capreol Ct, Toronto, ON M5V 4B3, Canada",43.642293170441995,-79.39669242738384,"$2,631.70",True
1,1,0,"Synthetic near 111 Upper Duke, Makrham L6G0C6 ON",43.85412065983649,-79.32960175905778,"$1,466.09",True
2,2,0,"Synthetic near 89 McGill St, Toronto, ON M5B 1H3, Canada",43.66353351773367,-79.37675822752817,"$2,823.65",True
2,1,0,"Synthetic near 1375 Stephenson Dr Unit 24, Burlington, ON L7S 2M5, Canada",43.327744299360866,-79.81552178293225,"$2,175.39",True
2,1,0,"Synthetic near 2304  Weston Road, Toronto, ON, M9N 1Z3",43.70671683452724,-79.53183782607145,"$2,125.24",True
2,1,0,"Synthetic near 1275  Brant St, Burlington, ON, L7P 1X7",43.34215179962654,-79.8278066506935,"$1,882.38",True
1,1,1,"Synthetic near Burnhamthorpe Rd W, Mississauga, ON L5B 3R2, Canada",43.58757730368056,-79.6499684237715,"$2,277.27",True
1,1,1,"Synthetic near 33 Bay St, Toronto, ON M5J 2Z3, Canada",43.643713825713434,-79.37295327579587,"$2,294.67",True
1,1,0,"Synthetic near 600 University Ave, Toronto, ON M5G 1X5, Canada",43.65356811400137,-79.38630292737987,"$1,874.09",True
1,1,0,"Synthetic near 105 George St, Toronto, ON M5A 0L4, Canada",43.6507829408462,-79.36876439077508,"$2,423.50",True
1,1,0,"Synthetic near # Dundas st w, Denison ave and Dundas st w M5T 2N3 ON, Canada",43.65271845809821,-79.40439996316185,"$1,336.57",True
1,1,0,"Synthetic near 89 McGill St, Toronto, ON M5B 1H3, Canada",43.661563884660886,-79.37613583938271,"$2,208.82",True
1,1,1,"Synthetic near 424 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.65071742942797,-79.36912152504323,"$2,767.77",True
2,1,0,"Synthetic near 295 Dufferin St., Toronto, ON, M6K 1Z6",43.640379365138905,-79.42419919852391,"$2,834.81",True
2,2,0,"Synthetic near , toronto m1m4j3 ON, Canada",43.65904513275086,-79.38369720422216,"$1,866.36",True
1,1,0,"Synthetic near 29 Queens Quay E, Toronto, ON M5E 0A4, Canada",43.64021525142261,-79.37224479888914,"$2,504.27",True
1,1,0,"Synthetic near 2304  Weston Road, Toronto, ON, M9N 1Z3",43.701119805157205,-79.53207584072506,"$1,295.95",True
1,1,0,"Synthetic near 12 York St, Toronto, ON M5J 2Z2, Canada",43.64256328544832,-79.38543831470973,"$2,604.11",True
3,1,0,"Synthetic near 2386  New Street, Burlington, ON, L7R 1J7",43.337369464429294,-79.78514551593445,"$2,216.02",True
3,1,0,"Synthetic near 1275 Elgin Street, Burlington, ON, L7S 1E2",43.320902603580144,-79.80207866728657,"$1,702.95",True
2,2,0,"Synthetic near 50 Absolute Ave, Mississauga, ON L4Z 0A8, Canada",43.594463571465425,-79.63524415975836,"$2,104.59",True
1,1,0,"Synthetic near 89 McGill Street, Toronto, ON, M5B 0B1",43.66190831813933,-79.37929999697978,"$1,857.86",True
1,1,1,"Synthetic near 633 Bay St, Toronto, ON M5G 2G4, Canada",43.65364131917981,-79.3872670634936,"$1,521.67",True
2,1,0,"Synthetic near , TORONTO  M4T 1P3 ON, Canada",43.69233688474932,-79.38228861016596,"$33,896.65",True
2,1,0,"Synthetic near 1384 Bathurst St, Toronto, ON M5R 3J1, Canada",43.68037325516318,-79.41418923527608,"$2,434.58",True
1,1,1,"Synthetic near 70 Queens Wharf Rd, Toronto, ON M5V 0E4, Canada",43.6370352991195,-79.40316514128142,"$2,068.88",True
1,1,0,"Synthetic near 430 Pearl St, Burlington, ON L7R 4J8, Canada",43.33109052457792,-79.79897905378844,"$2,412.15",True
1,2,1,"Synthetic near 8081 Birchmount Rd, Markham, ON L6G 1B3, Canada",43.85093884272116,-79.32499401662672,"$1,575.24",True
2,1,0,"Synthetic near 171 Main Street North, Brampton, ON, L6X 0H4",43.68740504940406,-79.76694198102822,"$1,646.13",True
1,2,1,"Synthetic near 120 Bayview Ave, Toronto, ON M5A 0G4, Canada",43.65350488914766,-79.35331244499429,"$2,470.67",True
1,1,0,"Synthetic near Maud St, Toronto, ON M5V 2M5, Canada",43.64288795545789,-79.39719314395857,"$1,149.68",True
1,1,0,"Synthetic near Richmond St E, Toronto, ON M5C 3H6, Canada",43.65377044278296,-79.3736340438255,"$2,239.16",True
1,2,1,"Synthetic near 2121 Lake Shore Blvd W, Etobicoke, ON M8V 4E9, Canada",43.62762055283783,-79.4779736235167,"$2,935.71",True
1,1,0,"Synthetic near , Toronto L6a4y1 ON, Canada",43.654058675931545,-79.38324895711987,"$1,797.04",True
1,1,1,"Synthetic near 1 The Esplanade, Toronto, ON M5E 0A8, Canada",43.64062664141002,-79.37847536028248,"$2,104.05",True
1,1,1,"Synthetic near , Mississauga  L5H3B2 ON, Canada",43.53891397790608,-79.62182861657523,"$2,074.36",True
1,1,0,"Synthetic near 365 Church Street, M5B 1Z9, Toronto, ON",43.6601350904049,-79.37829228587647,"$1,712.07",True
1,1,0,"Synthetic near 170 Bayview Ave, Toronto, ON, M5A 0M4",43.657851528831834,-79.35676674556535,"$2,110.44",True
1,1,0,"Synthetic near Tom Riley Park, 3216 Bloor St W, Etobicoke, ON M8X 1Z4, Canada",43.65075763626651,-79.52006779955457,"$2,002.20",True
2,1,0,"Synthetic near 4190 Bathurst Street, Toronto, ON, M3H 3P9",43.74821448104709,-79.4390878059918,"$2,162.17",True
1,1,1,"Synthetic near 4070 Confederation Pkwy, Mississauga, ON L5B 0E9, Canada",43.58912591751111,-79.64623747148191,"$1,997.76",True
1,1,1,"Synthetic near M5V3Z7, Canada",43.640092017361134,-79.39340043218634,"$2,478.02",True
2,1,0,"Synthetic near L1H, Canada",43.88121354792443,-78.82919194442547,"$1,027.49",True
1,1,0,"Synthetic near , M6G1S2, Downtown Toronto (Christie/Bloor), ON",43.6629544413599,-79.4117621220946,"$1,370.49",True
2,1,0,"Synthetic near 2304  Weston Road, Toronto, ON, M9N 1Z3",43.703724069284874,-79.52892779947625,"$1,892.88",True
2,2,0,"Synthetic near 3985 Grand Park Drive, 3985 Grand Park Dr, Mississauga, ON L5B 0H8, Canada",43.58188779368253,-79.64840825162956,"$2,362.59",True
1,1,0,"Synthetic near 75 St Nicholas St, Toronto, ON M4Y 0A5, Canada",43.66589316929443,-79.38421436147897,"$2,700.50",True
3,2,0,"Synthetic near 14 York St, Toronto, ON M5J 0B1, Canada",43.639688860860716,-79.3784403391592,"$3,357.61",True
1,1,0,"Synthetic near 12 York St, Toronto, ON M5J 2Z2, Canada",43.645510213940675,-79.381577685458,"$3,124.76",True
1,1,0,"Synthetic near 565 Sherbourne Street, Toronto, ON, M4X 1W5",43.66925417380639,-79.37799070523981,"$2,019.20",True
2,2,0,"Synthetic near 70 Temperance St, Toronto, ON M5H 0B1, Canada",43.65215337725663,-79.38341912829404,"$2,273.90",True
1,1,0,"Synthetic near 560 King St W, Toronto, ON, M4V 1K6",43.64289728556224,-79.40327597037809,"$1,603.55",True
2,2,0,"Synthetic near 220 Victoria St, Toronto, ON M5B 2R6, Canada",43.654208656077635,-79.37959946217845,"$3,032.35",True
1,1,0,"Synthetic near 2255 Weston Road, Toronto, ON, M9N 1X9",43.70641492410224,-79.52589703507404,"$1,336.04",True
2,2,0,"Synthetic near 10 Park Lawn Rd, Etobicoke, ON M8Y 3K4, Canada",43.628376783256826,-79.48391283542763,"$3,105.67",True
2,2,0,"Synthetic near 1 The Esplanade, Toronto, ON, M5E 0A8",43.64322844332356,-79.378793079469,"$3,092.56",True
1,1,1,"Synthetic near 224 King St W, Toronto, ON, M5H 0A6",43.64720339904587,-79.38643836217875,"$2,144.03",True
1,1,0,"Synthetic near 171 Main Street North, Brampton, ON, L6X 0H4",43.69099026141005,-79.76241906831925,"$1,362.20",True
1,1,0,"Synthetic near 200 Dufferin Street, Toronto, ON, M6K 1Z4",43.63762263396872,-79.43071261814853,"$1,572.07",True
1,1,0,"Synthetic near 10 York Street, Toronto, ON, M5J 0E1",43.638837563033775,-79.3809301915179,"$2,269.18",True
3,1,0,"Synthetic near 19 Sudbury St, Toronto, ON M6J 3W6, Canada",43.64047750666424,-79.41853936415541,"$3,966.65",True
2,2,0,"Synthetic near 170 Bayview Ave, Toronto, ON M5A 0G4, Canada",43.65445745269962,-79.35659223255357,"$2,582.85",True
1,1,1,"Synthetic near M1N, Canada",43.690563341489785,-79.26425947907921,"$1,030.57",True
3,2,0,"Synthetic near M5B0A5, Canada",56.13098859030577,-106.34221775287297,"$3,413.26",True
2,2,0,"Synthetic near 3985 Grand Park Drive, 3985 Grand Park Dr, Mississauga, ON L5B 0H8, Canada",43.57843642698288,-79.64925201651616,"$1,964.38",True
1,1,1,"Synthetic near 20 Joe Shuster Way, Toronto, ON M6K 0A3, Canada",43.640881349299555,-79.4285635051491,"$2,414.53",True
1,1,0,"Synthetic near 28 Wellesley St E, Toronto, ON M4Y, Canada",43.66401913115891,-79.38461953820776,"$2,421.16",True
2,2,0,"Synthetic near 17 Kenaston Gardens, North York, ON M2K 0B9, Canada",43.76698074840984,-79.38971429329347,"$2,892.61",True
1,1,0,"Synthetic near 386 Yonge St, Toronto, ON M5G 2K2, Canada",43.6557696639115,-79.38155889463114,"$2,416.35",True
2,2,0,"Synthetic near 39 Upper Duke Crescent, Unionville, ON L6G 0B8, Canada",43.85172245034121,-79.3269013886958,"$2,072.91",True
1,2,1,"Synthetic near 120 Bayview Ave, Toronto, ON M5A 0G4, Canada",43.65405826918493,-79.3534618163808,"$2,225.74",True
2,2,0,"Synthetic near 101 Charles St, Toronto, ON, M4Y 1V2",43.668259169132085,-79.38160879580553,"$3,275.26",True
2,1,0,"Synthetic near 120 Homewood Ave, Toronto, ON M4Y 1J4, Canada",43.67077884248753,-79.36986218011849,"$1,917.55",True
1,2,0,"Synthetic near 70 Distillery Lane, Toronto, ON M5A 0E3, Canada",43.64928379005951,-79.3585969573746,"$1,151.37",True
2,1,0,"Synthetic near 700  Ross Street, Burlington, ON, L7S 1S2",43.33029676843822,-79.81235431404956,"$1,738.01",True
2,2,0,"Synthetic near Eva Rd, Etobicoke, ON, M9C 2A8",43.63992620083109,-79.56493341290518,"$2,741.91",True
1,1,0,"Synthetic near , Toronto m5v3a6 ON, Canada",43.63890207675745,-79.39196535987367,"$1,663.87",True
1,2,1,"Synthetic near 2121 Lake Shore Blvd W, Etobicoke, ON M8V 4E9, Canada",43.6316168190278,-79.48113345174445,"$2,349.84",True
1,1,0,"Synthetic near 75 E Liberty St, Toronto, ON M6K 0A2, Canada",43.638750290286595,-79.41175450290793,"$1,881.00",True
1,1,0,"Synthetic near 44 Huntley St, Toronto, ON M4Y 2L1, Canada",43.670091892933804,-79.38096685773698,$956.36,True
1,1,0,"Synthetic near 1 SHAW ST, TORONTO, ON, M6K 0A1",43.636806354151695,-79.41311413291119,"$1,733.80",True
1,1,0,"Synthetic near 21 Grand Magazine St, Toronto, ON M5V 1B5, Canada",43.63837181009152,-79.4013224756118,"$1,246.02",True
1,1,0,"Synthetic near 170 Bayview Ave, Toronto, ON, M5A 0M4",43.6560652765564,-79.3479553942933,"$2,420.65",True
1,1,0,"Synthetic near 105 George St, Toronto, ON M5A 0L4, Canada",43.651792980174726,-79.368756860332,"$2,302.35",True
1,1,1,"Synthetic near 57 St Joseph St, Toronto, ON M5S 0C5, Canada",43.66426778131764,-79.38919675792728,"$2,156.11",True
1,1,1,"Synthetic near M5V3S2, Canada",43.64026109876713,-79.39231503431948,"$3,480.42",True
1,1,0,"Synthetic near Tom Riley Park, 3216 Bloor St W, Etobicoke, ON M8X 1Z4, Canada",43.641545156773454,-79.52236336261728,"$2,172.78",True
1,1,0,"Synthetic near , Toronto M5E 0B7 ON, Canada",43.64700740388908,-79.37683519028961,"$1,370.96",True
1,1,1,"Synthetic near 38 Howard Park Ave, Toronto, ON M6R 0A7, Canada",43.64942566569932,-79.44940418635304,"$2,183.83",True
1,1,0,"Synthetic near 171 Main Street North, Brampton, ON, L6X 0H4",43.6864633627902,-79.7628712276018,"$1,324.33",True
1,1,0,"Synthetic near , M5G2E8, Toronto, ON",43.656823359120224,-79.3900581952851,"$1,198.03",True
1,1,0,"Synthetic near , DOWNTOWN M5V 4A9 ON, Canada",43.63736227268974,-79.40105539486966,"$2,046.91",True
1,1,0,"Synthetic near 180 Enterprise Blvd, Markham, ON, L6G 1B3",43.84985355265769,-79.32067455285663,"$1,623.05",True
1,1,0,"Synthetic near 55 Bremner Blvd, Toronto, ON M5J 0A6, Canada",43.64057768389526,-79.3769638528332,"$1,886.93",True
1,1,0,"Synthetic near 4866 Bathurst Street, Toronto, ON, M2R 1X4",43.76881846031183,-79.4421412657082,"$1,482.08",True
1,1,0,"Synthetic near 19 Grand Trunk Crescent, Toronto, ON M5J 3A3, Canada",43.64111542252268,-79.38192514068386,"$2,824.50",True
1,1,0,"Synthetic near Dan Leckie Way, Toronto, ON M5V, Canada",43.634372220014015,-79.40321377138835,"$2,193.68",True
1,1,0,"Synthetic near 87 Peter St, Toronto, ON M5V 0P1, Canada",43.644392542451214,-79.39704688851636,"$2,399.31",True
1,1,1,"Synthetic near 12 York St, Toronto, ON M5J 2Z2, Canada",43.643163343930254,-79.38283569174148,"$2,917.71",True
2,1,0,"Synthetic near 1275  Brant St, Burlington, ON, L7P 1X7",43.34444503824028,-79.82866646976433,"$1,877.58",True
1,1,1,"Synthetic near 1 The Esplanade, Toronto, ON, M5E 0A8",43.643506974005476,-79.37354435168926,"$3,408.98",True
2,2,0,"Synthetic near 5 Hanna Ave, Toronto, ON M6K 0B3, Canada",43.64057756316761,-79.41679817214285,"$2,632.76",True
1,1,1,"Synthetic near 99 McGill St, Toronto, ON M5B 1H5, Canada",43.65608067217572,-79.37845264730647,"$2,394.06",True
1,1,0,"Synthetic near 28 Wellesley St E, Toronto, ON M4Y, Canada",43.669792641548256,-79.37870551164778,"$1,777.48",True
1,1,1,"Synthetic near , Markham L6G1B3 ON, Canada",43.8534076329515,-79.32492430680776,"$1,975.53",True
2,1,0,"Synthetic near 700  Ross Street, Burlington, ON, L7S 1S2",43.32913646482106,-79.81187493029209,"$1,702.41",True
1,1,1,"Synthetic near 290 Adelaide St W, Toronto, ON M5V 1P6, Canada",43.65010553332128,-79.39110938640226,"$4,011.83",True
2,1,0,"Synthetic near 171 Main Street North, Brampton, ON, L6X 0H4",43.68823251503801,-79.76697366799347,"$1,784.42",True
1,1,0,"Synthetic near 25 Telegram Mews, Toronto, ON, M5V 3Z2",43.64219595453637,-79.39300393835016,"$1,614.93",True
2,2,0,"Synthetic near 8 Mercer Street, M5V0C4, Toronto, ON",43.64849505346475,-79.38726044065277,"$3,054.36",True
2,1,0,"Synthetic near 295 Dufferin St., Toronto, ON, M6K 1Z6",43.637641552931605,-79.42666008773813,"$2,312.98",True
2,2,0,"Synthetic near 70 Temperance St, Toronto, ON M5H 0B1, Canada",43.65330964912586,-79.38240277164132,"$3,232.54",True
3,1,0,"Synthetic near , L2E3R4, Niagara, ON",43.103620491886524,-79.0669213352702,"$1,385.19",True
1,1,0,"Synthetic near 60 Annie Craig, M8V1A1, Toronto, ON",43.623424434790685,-79.47826666791424,"$2,066.96",True
1,1,0,"Synthetic near 10 York Street, Toronto, ON, M5J 0E1",43.63823822749727,-79.38260790280967,"$2,272.13",True
1,1,0,"Synthetic near 328 Bayview Ave, Toronto, ON M5A 3R4, Canada",43.65392596387757,-79.36045071288311,"$1,376.88",True
2,1,0,"Synthetic near 51 Nassau Street, L1J 4A3, Oshawa, ON",43.89767717457232,-78.87632168608276,"$1,281.65",True
2,2,0,"Synthetic near 12 Yonge St, Toronto, ON M5E 1Z9, Canada",43.64028564808777,-79.37685551627948,"$3,799.59",True
2,2,0,"Synthetic near 21 Upper Duke Crescent, Unionville, ON L6G 0B6, Canada",43.85324871320921,-79.32388613331128,"$2,209.95",True
1,1,1,"Synthetic near 81 Navy Wharf Ct, Toronto, ON M5V 3S2, Canada",43.64145444119246,-79.38706147243326,"$3,317.24",True
2,1,0,"Synthetic near 14 York St, Toronto, ON M5J 0B1, Canada",43.64985523419842,-79.37965158606289,"$2,714.03",True
1,1,0,"Synthetic near 2210 Lakeshore Rd, Burlington, ON L7R 4J9, Canada",43.32696261865729,-79.78847797545725,"$2,450.23",True
1,1,0,"Synthetic near M6J1T8, Canada",43.652332763054666,-79.40615624218349,"$1,343.46",True
2,2,0,"Synthetic near 435 Richmond St West, M5V 0N3, Toronto, ON",43.64929083167152,-79.39931584854958,"$2,302.69",True
1,1,0,"Synthetic near 3 Magani Ave, Bradford, ON L3Z 2S9, Canada",44.10972363458857,-79.56800502035584,"$1,010.08",True
1,2,1,"Synthetic near 120 Bayview Ave, Toronto, ON M5A 0G4, Canada",43.65251581466267,-79.35425056817584,"$2,235.24",True
1,1,0,"Synthetic near , Toronto m5r 3j2 ON, Canada",43.68274550592084,-79.42254486563328,"$2,662.94",True
1,1,0,"Synthetic near 38 Elm St, Toronto, ON M5G 2K5, Canada",43.657046981705534,-79.38389855028393,"$2,296.60",True
2,2,0,"Synthetic near 18 Yonge St, Toronto, ON M5E 1Z8, Canada",43.64163063774771,-79.37949162898225,"$2,784.29",True
1,1,0,"Synthetic near 1918 Faylee Crescent, Pickering, ON L1V 2V6, Canada",43.844507968446614,-79.0934958485956,"$1,293.34",True
1,1,1,"Synthetic near 224 King St W, Toronto, ON M5H 0A6, Canada",43.64598577778126,-79.38829507156814,"$2,160.09",True
1,1,0,"Synthetic near , Downtoen Toronto M5V0c8 ON, Canada",43.64121564902636,-79.40268484326421,"$1,828.92",True
2,1,0,"Synthetic near M5R3A3, Canada",43.6767460292633,-79.41122671704068,"$1,223.58",True
2,2,0,"Synthetic near 220 Victoria St, Toronto, ON M5B 2R6, Canada",43.653286581386766,-79.37405075457369,"$3,689.65",True
2,1,0,"Synthetic near 44 Bond St W, Oshawa, ON L1G 6R2, Canada",43.89552448699921,-78.86758468961953,"$1,462.17",True
1,2,1,"Synthetic near , North York M2j0a9 ON, Canada",43.77342738074936,-79.34262758713739,"$2,133.34",True
2,2,0,"Synthetic near 12 Yonge St, Toronto, ON M5E 1Z9, Canada",43.64442863351781,-79.37249742821979,"$2,830.24",True
1,1,1,"Synthetic near 210 Simcoe St, Toronto, ON M5T 0A9, Canada",43.65026558685919,-79.38856233534717,"$2,308.44",True
2,2,0,"Synthetic near 18 Yonge St, M5E1Z8, TORONTO, ON",43.64398410050895,-79.37552721920702,"$3,677.58",True
1,1,0,"Synthetic near , M5A 2V3, Toronto, ON",43.65424314170109,-79.36589458983507,$706.36,True
